GEOID,Diabetes.Mellitus,College.Educated
12103022802,13.36,25.10
12103022901,17.54,30.20
12103022902,16.04,16.50
12103023000,16.10,15.90
12103023100,43.38,21.20
12103023200,13.97,41.80
12103023300,4.25,39.70
12103023400,29.85,28.50
12103023500,12.30,37.80
12103023600,13.04,54.80
12103023700,3.76,67.50
12103023800,8.07,59.20
12103023900,19.59,39.90
12103024001,12.38,75.00
12103024002,11.02,42.60
12103024004,11.36,57.60
12103024005,15.69,47.00
12103024100,24.41,24.60
12103024200,13.55,23.20
12103024301,11.73,19.40
12103024302,19.85,29.20
12103024403,14.11,19.10
12103024406,19.45,42.30
12103024408,21.03,20.20
12103024409,27.33,52.20
12103024410,16.56,24.50
12103024411,9.45,43.40
12103024412,4.84,52.60
12103024413,17.20,29.30
12103024505,23.39,17.00
12103024507,2.73,25.80
12103024508,16.12,18.80
12103024509,5.66,61.70
12103024510,13.57,10.10
12103024511,8.72,36.50
12103024512,18.42,15.40
12103024513,22.39,29.80
12103024514,10.82,17.00
12103024601,23.77,13.10
12103024602,37.16,11.60
12103024701,43.33,14.80
12103024702,9.81,15.10
12103024703,3.25,6.10
12103024801,30.13,16.80
12103024803,11.58,13.90
12103024804,44.17,13.40
12103024805,14.71,18.60
12103024901,14.11,17.30
12103024902,31.38,15.60
12103024904,26.15,23.00
12103024905,7.24,20.30
12103024906,20.58,18.80
12103025004,19.22,24.50
12103025007,28.93,22.60
12103025009,9.73,22.70
12103025010,37.51,22.20
12103025011,16.32,32.00
12103025012,20.27,32.60
12103025013,19.68,29.40
12103025014,16.26,21.30
12103025015,60.89,18.30
12103025016,20.40,45.00
12103025017,37.57,10.00
12103025018,37.16,10.30
12103025019,40.36,13.40
12103025106,20.50,19.20
12103025107,12.71,30.10
12103025108,26.73,28.00
12103025109,27.62,19.60
12103025110,23.82,40.90
12103025111,41.20,24.00
12103025112,24.89,21.10
12103025113,29.51,28.70
12103025114,33.55,17.30
12103025115,8.76,14.60
12103025116,22.34,21.10
12103025119,13.35,28.10
12103025120,2.93,43.90
12103025121,10.86,34.40
12103025122,5.39,38.80
12103025123,5.64,34.10
12103025203,21.39,36.50
12103025204,11.41,34.20
12103025205,18.17,33.70
12103025207,18.33,20.70
12103025208,23.49,24.70
12103025209,26.45,21.00
12103025303,32.50,23.90
12103025304,21.81,22.90
12103025305,44.67,14.70
12103025306,35.92,28.60
12103025307,14.57,13.30
12103025308,45.60,19.10
12103025401,10.63,39.20
12103025405,21.62,31.90
12103025407,14.21,30.00
12103025408,25.97,21.10
12103025411,0.00,15.10
12103025412,11.84,23.90
12103025413,34.82,20.30
12103025414,38.91,24.50
12103025415,9.38,17.10
12103025416,15.07,16.60
12103025417,37.91,19.50
12103025501,16.01,24.60
12103025503,50.29,21.40
12103025505,21.59,15.00
12103025506,16.19,16.10
12103025602,13.25,12.10
12103025603,11.68,15.50
12103025604,7.39,18.70
12103025700,15.07,62.60
12103025800,26.52,9.50
12103025900,32.23,25.30
12103026001,20.96,39.00
12103026002,0.00,42.30
12103026101,16.97,32.40
12103026102,15.08,24.80
12103026200,14.76,7.50
12103026300,11.66,14.30
12103026400,24.31,17.60
12103026500,9.56,25.10
12103026601,6.48,31.10
12103026602,12.38,20.40
12103026701,8.53,21.70
12103026702,10.48,24.70
12103026703,7.16,16.30
12103026804,14.45,21.20
12103026809,17.38,41.50
12103026811,4.80,51.00
12103026812,12.28,36.00
12103026813,8.16,46.70
12103026814,31.29,25.20
12103026815,10.19,47.60
12103026816,19.06,38.60
12103026817,9.85,47.30
12103026818,17.95,16.10
12103026819,9.49,20.10
12103026820,12.48,23.00
12103026821,20.76,33.00
12103026904,2.03,16.70
12103026907,17.39,26.20
12103026908,17.04,33.40
12103026909,20.12,27.00
12103026910,10.43,22.70
12103026911,31.97,30.80
12103026912,24.64,21.40
12103026913,16.32,30.70
12103027000,5.85,38.50
12103027101,10.10,29.80
12103027105,6.09,31.50
12103027106,8.62,40.90
12103027202,3.66,40.50
12103027204,10.25,26.90
12103027205,9.14,40.50
12103027206,7.45,34.50
12103027207,11.49,26.50
12103027208,7.02,37.60
12103027209,16.56,43.50
12103027210,6.72,36.70
12103027308,13.02,26.60
12103027309,0.00,47.50
12103027310,7.79,50.10
12103027314,18.89,35.90
12103027315,30.79,33.70
12103027316,20.53,38.00
12103027317,14.14,32.60
12103027318,4.93,26.60
12103027319,3.84,26.00
12103027320,0.00,26.80
12103027321,13.15,53.20
12103027322,10.93,36.70
12103027323,0.00,45.50
12103027324,10.05,47.80
12103027325,10.98,61.10
12103027326,8.18,32.50
12103027327,4.49,35.20
12103027401,17.33,21.10
12103027402,29.16,13.20
12103027403,18.43,21.40
12103027501,15.38,31.60
12103027502,13.90,35.40
12103027603,8.02,44.40
12103027604,21.94,50.80
12103027605,6.07,57.50
12103027606,5.89,45.50
12103027701,0.00,41.40
12103027703,25.75,46.80
12103027704,19.75,45.60
12103027801,19.65,46.80
12103027802,0.00,35.40
12103027901,12.72,45.50
12103027903,20.27,48.00
12103027904,9.98,37.30
12103028002,7.59,57.60
12103028003,17.78,44.40
12103028004,9.89,31.20
12103028102,32.10,41.20
12103028103,34.11,36.50
12103028104,21.41,32.90
12103028200,27.59,35.80
12103028300,8.33,22.60
12103028401,45.57,40.60
12103028402,16.04,46.20
12103028500,9.96,32.00
12103028600,21.49,48.00
12103028700,17.00,10.80
12105010300,13.28,12.70
12105010401,33.69,38.40
12105010402,10.49,32.50
12105010501,0.00,42.60
12105010502,18.99,46.20
12105010601,10.34,26.30
12105010603,2.83,41.70
12105010604,3.04,28.50
12105010701,14.09,20.40
12105010702,20.44,35.30
12105010800,12.90,20.00
12105010900,14.69,9.10
12105011000,20.70,9.70
12105011100,5.70,1.50
12105011202,22.11,7.80
12105011203,23.92,11.30
12105011204,35.78,18.60
12105011300,35.30,11.90
12105011400,40.93,13.70
12105011501,14.54,2.80
12105011502,20.57,29.00
12105011603,25.23,16.80
12105011604,18.60,8.20
12105011605,9.72,17.00
12105011606,5.40,7.20
12105011704,3.95,8.50
12105011721,17.83,4.10
12105011722,43.75,9.50
12105011731,8.87,10.60
12105011732,25.71,19.20
12105011821,3.27,50.70
12105011822,16.36,44.20
12105011832,10.88,21.20
12105011833,7.83,49.20
12105011834,12.55,31.90
12105011835,8.84,49.60
12105011836,19.95,31.70
12105011901,6.20,17.90
12105011902,10.16,9.90
12105011908,7.82,19.30
12105011909,12.83,29.10
12105011910,12.76,12.20
12105011911,6.61,23.20
12105011912,6.06,31.00
12105011913,11.40,10.70
12105012001,14.69,15.10
12105012002,30.62,13.40
12105012003,13.91,29.50
12105012004,8.57,23.90
12105012111,13.13,19.90
12105012113,10.80,19.20
12105012124,16.89,9.60
12105012125,15.99,7.60
12105012126,18.27,22.60
12105012127,11.01,23.00
12105012128,8.32,15.10
12105012129,9.90,26.10
12105012203,8.04,12.60
12105012204,17.67,18.20
12105012205,7.24,25.80
12105012206,17.66,27.40
12105012303,20.60,24.80
12105012304,7.12,30.70
12105012305,31.35,6.40
12105012306,4.39,15.20
12105012307,11.61,8.10
12105012309,22.01,8.90
12105012403,15.40,20.90
12105012404,4.19,5.70
12105012405,7.21,21.60
12105012406,6.68,25.60
12105012407,7.31,24.50
12105012408,12.53,30.50
12105012409,4.79,21.90
12105012410,11.61,11.70
12105012411,9.13,21.80
12105012502,4.87,16.90
12105012503,9.47,31.00
12105012504,14.04,19.70
12105012506,4.25,24.30
12105012507,5.10,23.10
12105012601,21.57,13.10
12105012602,10.79,3.40
12105012700,12.46,13.90
12105012802,14.03,33.50
12105012803,11.59,13.40
12105012804,25.80,14.30
12105012900,22.63,19.30
12105013001,21.48,27.00
12105013002,24.15,10.30
12105013101,0.00,29.50
12105013102,16.63,10.40
12105013103,42.83,5.40
12105013200,28.21,8.00
12105013300,33.70,5.10
12105013400,18.61,7.90
12105013500,33.41,25.30
12105013600,27.14,9.70
12105013701,26.23,13.10
12105013702,21.78,12.50
12105013801,16.87,9.40
12105013802,15.30,13.60
12105013901,25.15,12.30
12105013902,30.02,29.50
12105014001,5.82,23.00
12105014003,8.41,18.20
12105014005,17.69,30.10
12105014006,9.78,32.80
12105014103,6.45,10.70
12105014104,28.82,11.70
12105014105,12.84,15.00
12105014121,4.20,19.90
12105014123,12.54,22.60
12105014124,21.39,14.90
12105014125,21.66,12.00
12105014201,19.14,13.80
12105014202,26.54,24.30
12105014203,24.04,13.30
12105014301,12.64,8.40
12105014302,15.37,24.20
12105014400,11.38,22.00
12105014501,13.05,11.40
12105014502,7.07,3.50
12105014600,13.26,4.90
12105014701,20.33,18.40
12105014702,13.77,14.70
12105014802,23.51,11.60
12105014803,0.00,34.10
12105014804,10.50,30.10
12105014901,8.23,24.00
12105014902,14.31,8.40
12105015000,15.32,16.10
12105015101,14.89,20.20
12105015102,13.88,33.00
12105015200,26.86,14.20
12105015301,22.38,9.70
12105015302,17.44,10.40
12105015401,21.21,13.50
12105015402,20.84,15.10
12105015404,8.48,22.10
12105015405,18.75,15.90
12105015500,29.13,8.80
12105015600,6.69,13.50
12105015701,21.83,14.10
12105015702,15.26,9.50
12105015801,23.36,14.80
12105015802,20.68,6.10
12105015900,9.30,9.70
12105016001,32.91,17.00
12105016002,10.82,8.00
12105016003,18.12,11.20
12105016100,19.49,9.20
12105016400,36.61,12.30
12107950100,33.10,19.00
12107950201,32.83,7.90
12107950202,19.27,7.30
12107950300,34.57,14.80
12107950400,25.40,16.80
12107950500,19.80,10.30
12107950600,51.23,17.40
12107950700,33.93,5.80
12107950800,24.42,10.60
12107950900,55.10,14.60
12107951000,34.13,18.50
12107951100,46.17,9.40
12107951200,53.12,14.70
12107951300,31.61,12.50
12107951401,34.26,10.90
12107951402,19.60,5.20
12109020200,12.00,39.50
12109020300,5.52,20.50
12109020400,3.00,38.30
12109020500,12.81,50.70
12109020601,7.44,50.90
12109020602,3.85,51.40
12109020704,18.30,61.50
12109020705,6.80,61.50
12109020706,0.00,65.40
12109020707,13.53,44.70
12109020708,0.00,67.30
12109020710,0.00,71.90
12109020711,0.00,60.30
12109020801,11.40,60.60
12109020802,7.34,51.30
12109020803,2.12,43.40
12109020804,7.82,44.50
12109020805,4.08,52.60
12109020806,5.16,60.10
12109020807,10.22,55.30
12109020901,10.24,29.70
12109020902,5.90,43.50
12109021002,8.68,15.30
12109021003,16.70,12.10
12109021004,7.47,31.40
12109021101,22.96,10.90
12109021102,11.86,26.00
12109021103,16.16,14.60
12109021203,12.07,24.10
12109021204,21.57,29.40
12109021205,0.00,45.70
12109021206,15.81,29.30
12109021301,19.06,32.60
12109021302,17.46,31.00
12109021403,0.00,53.10
12109021404,3.18,39.20
12109021405,5.06,49.10
12109021406,9.24,51.20
12109021407,12.41,44.00
12111380100,41.32,11.00
12111380200,19.08,9.60
12111380300,34.73,5.90
12111380400,22.66,6.90
12111380500,22.58,9.40
12111380600,9.41,7.40
12111380700,13.60,17.50
12111380800,23.49,10.30
12111380901,28.64,6.00
12111380902,18.79,13.70
12111381000,0.00,22.20
12111381101,12.08,12.30
12111381102,4.20,22.20
12111381204,20.59,42.00
12111381300,11.13,41.40
12111381401,23.38,14.70
12111381402,12.78,15.50
12111381502,16.77,20.50
12111381503,13.79,11.80
12111381601,16.13,19.00
12111381602,37.91,20.20
12111381603,26.39,17.10
12111381701,6.80,36.90
12111381702,18.94,20.70
12111381802,29.93,12.80
12111381803,20.61,16.00
12111381804,19.36,13.10
12111381900,15.29,31.80
12111382002,10.50,14.40
12111382003,15.42,18.50
12111382006,6.16,27.80
12111382007,11.51,10.70
12111382008,7.91,15.10
12111382009,20.51,15.50
12111382010,35.16,10.00
12111382106,6.76,15.00
12111382108,15.63,28.60
12111382109,6.73,44.70
12111382110,16.71,19.40
12111382111,6.50,18.70
12111382112,8.45,18.50
12111382113,6.83,14.20
12111382200,17.49,26.60
12113010100,25.63,13.70
12113010200,8.86,20.30
12113010300,6.27,36.40
12113010400,3.86,18.60
12113010502,10.86,18.60
12113010503,16.09,22.20
12113010504,10.13,32.00
12113010600,29.07,14.20
12113010702,13.87,36.40
12113010704,9.91,26.90
12113010705,24.43,19.90
12113010706,12.08,18.60
12113010707,4.68,44.30
12113010708,3.35,28.30
12113010802,8.12,23.50
12113010808,9.38,6.50
12113010809,19.60,14.00
12113010811,6.54,26.20
12113010812,6.03,46.90
12113010813,10.16,34.80
12113010814,9.76,34.50
12113010815,9.95,28.20
12113010817,7.48,31.50
12113010819,11.41,28.10
12113010900,14.40,56.20
12115000101,21.08,59.10
12115000102,4.30,27.30
12115000200,20.37,27.20
12115000300,40.67,5.50
12115000401,2.40,28.70
12115000404,15.33,38.40
12115000405,5.21,26.60
12115000406,14.67,14.00
12115000407,18.51,29.90
12115000501,5.79,59.50
12115000502,8.36,32.40
12115000503,16.75,17.80
12115000601,8.61,64.40
12115000602,5.24,39.30
12115000700,3.52,63.30
12115000801,0.00,66.80
12115000802,14.50,66.50
12115000900,8.88,60.90
12115001000,8.15,17.40
12115001101,11.48,21.30
12115001102,17.73,11.50
12115001201,11.33,39.50
12115001202,13.79,19.30
12115001203,18.25,53.70
12115001204,9.54,41.60
12115001301,15.69,26.20
12115001302,9.77,26.50
12115001303,0.00,40.60
12115001304,18.95,44.80
12115001401,2.39,50.00
12115001402,6.39,24.30
12115001403,7.29,50.20
12115001503,0.00,19.30
12115001504,3.20,19.60
12115001505,8.37,18.00
12115001506,12.79,40.40
12115001507,11.82,39.60
12115001601,0.00,35.00
12115001602,15.64,39.70
12115001702,15.37,35.60
12115001703,9.41,25.20
12115001704,7.40,26.70
12115001801,5.65,56.80
12115001803,15.36,27.20
12115001804,21.49,31.40
12115001805,5.71,32.80
12115001903,6.41,63.80
12115001904,16.37,58.20
12115001905,8.56,62.30
12115001907,0.00,65.20
12115001908,10.20,48.90
12115002003,7.23,19.00
12115002004,17.84,27.90
12115002005,15.13,41.80
12115002007,4.22,47.90
12115002008,20.19,57.00
12115002009,2.72,50.70
12115002010,15.87,52.40
12115002100,10.28,51.50
12115002201,9.62,20.90
12115002202,15.99,37.20
12115002203,11.95,27.10
12115002302,20.58,21.70
12115002303,17.83,39.90
12115002304,4.37,44.60
12115002305,28.11,51.70
12115002401,11.29,47.00
12115002402,13.56,30.10
12115002504,30.11,23.90
12115002505,12.77,26.50
12115002507,18.49,20.90
12115002508,2.98,18.90
12115002509,16.97,23.90
12115002510,18.12,26.50
12115002511,3.31,34.10
12115002601,18.27,35.20
12115002602,10.76,32.00
12115002603,11.25,22.30
12115002604,18.42,20.50
12115002605,39.15,18.80
12115002710,15.21,12.00
12115002711,15.18,24.00
12115002712,5.81,19.20
12115002713,8.01,39.20
12115002714,17.26,36.80
12115002715,15.56,34.40
12115002716,5.39,42.10
12115002718,17.55,38.10
12115002719,12.64,45.90
12115002720,13.37,47.00
12115002721,24.49,19.00
12115002722,14.18,20.40
12115002723,23.75,14.80
12115002724,44.39,18.70
12117020101,35.82,25.30
12117020102,65.06,31.10
12117020201,43.71,23.40
12117020202,26.55,17.10
12117020301,20.14,22.20
12117020302,29.24,5.00
12117020401,27.54,8.00
12117020402,28.16,26.20
12117020500,20.58,4.40
12117020600,9.37,37.50
12117020701,9.23,51.90
12117020703,3.12,69.60
12117020704,4.64,56.10
12117020705,26.20,42.30
12117020803,15.61,38.00
12117020805,13.08,53.00
12117020806,1.47,39.60
12117020807,7.07,27.70
12117020808,0.00,41.70
12117020810,8.60,40.70
12117020811,7.51,37.60
12117020812,23.62,37.10
12117020901,11.94,17.10
12117020902,34.52,13.60
12117020903,18.27,16.40
12117021000,4.09,34.70
12117021100,36.84,17.60
12117021201,10.34,29.50
12117021203,5.87,50.30
12117021204,9.60,45.70
12117021306,4.57,49.80
12117021307,5.06,44.10
12117021311,10.60,38.30
12117021312,2.36,49.80
12117021313,8.65,53.40
12117021314,9.24,37.80
12117021315,14.11,30.00
12117021316,4.68,63.30
12117021317,4.21,56.50
12117021318,7.72,47.80
12117021319,0.00,40.20
12117021320,6.87,45.40
12117021321,11.68,31.60
12117021401,11.62,27.40
12117021403,9.00,47.40
12117021404,14.91,33.10
12117021502,21.55,20.10
12117021503,16.99,18.40
12117021504,38.05,40.70
12117021505,6.37,31.90
12117021506,12.88,32.10
12117021604,11.52,45.10
12117021606,18.70,34.30
12117021608,14.51,31.90
12117021609,6.89,62.50
12117021611,0.00,52.20
12117021612,12.13,55.20
12117021613,6.01,35.50
12117021614,11.54,35.90
12117021615,6.07,34.60
12117021616,5.57,48.90
12117021704,16.74,29.60
12117021705,18.27,27.10
12117021706,6.42,47.40
12117021707,14.10,37.20
12117021708,8.23,34.50
12117021802,26.33,27.00
12117021803,19.54,34.70
12117021805,6.02,60.80
12117021806,23.24,43.20
12117021901,10.13,41.50
12117021902,20.02,25.90
12117022001,15.80,23.20
12117022002,18.60,27.60
12117022004,19.22,38.80
12117022005,13.13,33.70
12117022101,22.02,16.80
12117022104,13.01,22.70
12117022105,14.11,28.00
12117022106,3.59,37.40
12117022201,11.95,39.50
12117022205,3.11,44.70
12117022206,13.29,33.80
12117022207,4.35,40.10
12117022208,6.64,29.00
12117022209,21.11,24.40
12119910100,24.91,13.60
12119910300,20.23,5.10
12119910401,30.78,9.20
12119910402,19.82,10.80
12119910500,10.18,15.40
12119910601,22.76,13.20
12119910602,13.36,8.90
12119910700,19.47,11.30
12119910800,45.63,32.40
12119910900,0.00,5.40
12119911000,0.00,1.00
12119911200,15.90,42.80
12119911301,34.19,18.00
12119911302,61.60,5.10
12119911400,22.28,44.20
12119911500,10.28,17.50
12119911701,31.83,34.60
12119911702,32.51,28.70
12121970100,19.48,12.00
12121970200,22.64,16.20
12121970301,28.77,11.40
12121970302,25.88,14.80
12121970400,16.94,18.60
12121970500,14.31,11.20
12121970600,22.81,11.80
12123950100,34.16,11.10
12123950200,35.20,10.40
12123950300,53.66,15.40
12123950400,15.98,3.00
12125960100,13.44,7.00
12125960200,14.69,7.20
12125960300,19.54,11.90
12127080100,22.18,34.20
12127080201,50.54,37.20
12127080202,20.70,29.80
12127080300,17.21,25.10
12127080400,8.93,40.10
12127080500,23.44,23.50
12127080600,30.79,19.20
12127080700,14.21,24.50
12127080803,25.78,25.80
12127080804,31.23,21.60
12127080805,41.51,14.10
12127080806,3.52,37.60
12127080807,21.77,35.40
12127080901,59.04,14.90
12127080902,15.51,7.80
12127081000,34.97,16.90
12127081101,29.19,31.60
12127081102,40.88,30.50
12127081200,17.11,22.10
12127081300,16.96,34.30
12127081500,39.84,11.30
12127081600,40.62,10.00
12127081700,31.75,9.90
12127081800,29.91,13.00
12127081900,36.57,15.80
12127082000,40.44,13.20
12127082100,27.75,13.00
12127082201,44.50,14.80
12127082202,16.25,18.50
12127082301,30.84,22.20
12127082401,32.49,19.20
12127082404,26.18,13.70
12127082405,18.11,16.50
12127082406,10.39,27.50
12127082410,26.11,21.30
12127082411,14.78,39.20
12127082412,26.31,19.00
12127082413,20.62,22.00
12127082414,18.88,14.70
12127082415,22.26,15.80
12127082503,22.00,16.10
12127082506,22.35,17.90
12127082507,23.87,20.10
12127082508,11.26,32.60
12127082509,14.11,29.20
12127082510,29.78,12.70
12127082511,19.90,15.80
12127082604,12.06,36.10
12127082605,20.65,40.60
12127082606,9.53,37.70
12127082607,8.74,31.30
12127082701,10.44,51.80
12127082703,20.63,39.10
12127082704,13.15,43.40
12127082705,117.89,33.60
12127082801,26.92,25.90
12127082802,41.44,24.10
12127082902,22.70,17.50
12127082903,29.99,15.10
12127082904,31.88,37.70
12127083003,35.99,15.10
12127083005,22.10,20.20
12127083006,23.84,12.20
12127083007,13.77,12.80
12127083008,38.14,10.00
12127083009,13.72,13.40
12127083203,8.06,35.30
12127083205,5.65,40.10
12127083206,3.29,11.50
12127083207,12.14,36.20
12127083208,13.56,40.60
12127083209,8.13,25.30
12127090101,10.18,15.90
12127090102,16.63,11.80
12127090202,17.33,23.50
12127090203,9.27,15.80
12127090204,12.93,19.80
12127090303,18.09,16.30
12127090304,8.50,25.20
12127090305,2.69,19.50
12127090306,11.45,42.10
12127090307,12.80,29.10
12127090400,12.46,30.20
12127090500,22.59,18.30
12127090600,19.55,12.70
12127090701,16.15,23.20
12127090702,30.83,21.00
12127090803,16.09,21.80
12127090804,19.42,13.00
12127090805,46.67,21.70
12127090806,20.00,20.50
12127090902,19.36,27.20
12127090903,27.58,26.60
12127090904,14.56,28.00
12127091001,13.78,23.70
12127091005,34.36,11.40
12127091013,12.04,14.30
12127091015,24.74,14.80
12127091016,19.14,11.90
12127091017,12.87,16.50
12127091018,8.90,17.60
12127091019,19.44,17.50
12127091020,20.71,11.60
12127091021,12.53,11.20
12127091022,18.09,17.90
12127091023,9.81,14.40
12127091024,16.62,14.50
12127091025,16.98,26.40
12127091026,14.71,22.40
12127091027,14.75,16.60
12127091028,14.50,11.00
12127091029,13.69,26.60
12127092500,30.35,23.50
12129010100,15.37,19.20
12129010201,11.84,23.80
12129010202,8.62,12.20
12129010203,8.92,17.00
12131950101,9.75,7.60
12131950102,24.44,12.50
12131950200,25.28,12.90
12131950301,27.59,10.00
12131950302,11.13,24.10
12131950400,23.06,10.30
12131950501,8.91,10.70
12131950502,6.49,29.20
12131950601,4.67,38.40
12131950602,6.39,51.70
12131950603,11.07,49.20
12133970102,18.24,20.60
12133970103,44.08,14.70
12133970104,38.46,14.90
12133970200,33.69,6.80
12133970301,52.78,12.90
12133970302,10.37,7.80
12133970303,22.04,11.50
