Tract,Heart.Diseases
12057013316,28.2
12057013317,0
12057013318,30.09
12057013319,23.23
12057013320,38.72
12057013321,61.18
12057013322,51.62
12057013406,147.49
12057013407,70.44
12057013409,65.16
12057013410,42.07
12057013411,148.56
12057013412,61.49
12057013413,60.27
12057013414,82.52
12057013415,61.68
12057013501,95.79
12057013503,93.51
12057013504,94.98
12057013505,98.87
12057013602,79.56
12057013604,74.07
12057013702,55.11
12057013703,61.4
12057013704,47.63
12057013801,122.39
12057013802,114.24
12057013803,142.49
12057013804,32.68
12057013806,89.84
12057013807,34.77
12057013903,109.32
12057013907,121.33
12057013908,89.35
12057013912,101.86
12057013913,65.48
12057013914,74.13
12057013915,29.39
12057013916,24.6
12057013917,25.11
12057013918,105.87
12057013919,49.61
12057013920,35.38
12057013921,47.43
12057013922,21.29
12057013923,24.18
12057014002,82.36
12057014003,132.54
12057014007,29.51
12057014008,525.22
12057014009,1026.44
12057014010,433.1
12057014011,434.54
12057014012,345.18
12057014013,115.66
12057014014,1115.28
12057014015,299.51
12057014016,253.3
12057014104,202.2
12057014106,163.88
12057014108,79.55
12057014109,61.32
12057014117,138.42
12057014118,100.32
12057014119,37.72
12057014121,59.8
12057014122,50.34
12057980300,200
12057980400,119.05
12057980500,526.32
12059960100,131.94
12059960200,185.22
12059960300,164.82
12059960400,177.5
12061050100,160.82
12061050200,135.67
12061050301,431.93
12061050302,124.08
12061050401,128.1
12061050402,178.24
12061050501,173.2
12061050503,138.11
12061050504,181.55
12061050505,144.18
12061050601,282.51
12061050602,99.87
12061050603,113.16
12061050604,245
12061050605,330.86
12061050606,61.57
12061050702,83.78
12061050703,87.94
12061050704,317.93
12061050705,289.33
12061050802,156.11
12061050804,129.15
12061050805,173.29
12061050806,147.84
12061050807,147.74
12061050808,171.83
12061050902,246.41
12061050903,91.53
12061050904,41.66
12063210100,96.56
12063210200,127.84
12063210300,123.64
12063210400,169.39
12063210500,119.53
12063210600,129.49
12063210700,145.38
12063210800,126.48
12063210900,101.19
12063211000,164.25
12063211100,137.32
12065250101,85.64
12065250102,144.37
12065250200,126.85
12067960100,24.87
12067960200,107.34
12069030102,163.1
12069030104,390.67
12069030105,105.22
12069030106,181.03
12069030107,118.44
12069030108,88.29
12069030203,105.64
12069030204,113.26
12069030206,140.33
12069030207,166.03
12069030208,86.86
12069030209,257.21
12069030302,160.46
12069030305,146.45
12069030306,245.96
12069030307,195.11
12069030308,191.63
12069030405,110.68
12069030406,180.07
12069030407,119.73
12069030408,372.74
12069030409,444.73
12069030410,127.26
12069030411,177.03
12069030502,153.98
12069030503,112.06
12069030504,145.83
12069030601,238.15
12069030602,154.59
12069030701,539.67
12069030702,69.38
12069030803,215.89
12069030804,313.48
12069030805,133.3
12069030806,211.56
12069030807,174.05
12069030902,65.66
12069030912,131.96
12069030913,531.52
12069030914,99.4
12069031000,105.69
12069031101,232.23
12069031102,229.32
12069031103,95.34
12069031202,102.1
12069031203,102.79
12069031204,78.18
12069031205,71.54
12069031301,89.69
12069031305,113.45
12069031306,66.77
12069031307,84.18
12069031308,142.46
12069031309,60.82
12069031310,62.73
12069031311,44.24
12071000301,77.54
12071000302,63.29
12071000401,100
12071000402,146.5
12071000502,105.81
12071000503,80.3
12071000504,148.88
12071000600,94.49
12071000700,96.46
12071000800,283.64
12071000900,103.64
12071001000,122.72
12071001101,118.11
12071001102,256.41
12071001201,55.21
12071001202,71.3
12071001300,151.74
12071001401,120.5
12071001402,125.18
12071001501,210.53
12071001502,56.46
12071001601,112.58
12071001602,268.24
12071001701,228.75
12071001703,346
12071001705,207.33
12071001706,131.58
12071001707,238.83
12071001801,100.46
12071001802,104.6
12071001903,144.93
12071001906,228.72
12071001907,143.45
12071001908,232.3
12071001910,57.7
12071001911,143.88
12071001912,243.24
12071001913,192.66
12071001914,126.88
12071001915,1171.42
12071010102,138.55
12071010103,59.32
12071010104,98.72
12071010105,83.26
12071010201,61.74
12071010203,67.41
12071010204,154.7
12071010302,138.8
12071010303,106.05
12071010304,117.34
12071010305,162.95
12071010306,155.74
12071010307,83.55
12071010404,82.92
12071010405,191.06
12071010406,79.53
12071010407,122.2
12071010409,64.52
12071010410,105.14
12071010411,103.6
12071010412,140.32
12071010501,106.55
12071010502,159.62
12071010601,167.2
12071010602,214.41
12071010701,173.64
12071010702,260.48
12071010801,131.04
12071010802,185.98
12071010803,123.2
12071020101,255.52
12071020102,212.57
12071020201,223.07
12071020202,98.08
12071020300,134.67
12071020400,136.99
12071020501,366.04
12071020502,181.68
12071020600,184.69
12071020700,166.15
12071020800,268.92
12071030100,92.43
12071030201,138.57
12071030202,87.73
12071030203,92.34
12071030204,111.36
12071030300,140.03
12071040108,89.72
12071040109,59.41
12071040110,72.22
12071040111,158.98
12071040112,91.26
12071040113,79.19
12071040114,58.99
12071040115,21.84
12071040116,43.88
12071040117,153.02
12071040118,61.79
12071040119,51.38
12071040120,29.7
12071040121,16.23
12071040122,18.76
12071040123,79.62
12071040124,36.08
12071040125,75.22
12071040126,38.67
12071040127,50.22
12071040203,96.84
12071040205,22.64
12071040206,73.83
12071040207,137.8
12071040208,29.67
12071040209,80.79
12071040210,69.76
12071040301,33.45
12071040302,26.72
12071040303,21.03
12071040304,190.14
12071040305,141.62
12071040308,34.32
12071040309,83.58
12071040310,42.33
12071040311,103.88
12071040312,67.81
12071040313,87.31
12071040314,46.9
12071050103,93.55
12071050104,157.51
12071050105,135.5
12071050106,127.57
12071050203,130.71
12071050204,49.8
12071050205,111.96
12071050206,23.23
12071050207,65.23
12071050208,73.83
12071050209,62.06
12071050305,174.78
12071050306,92.95
12071050307,70.39
12071050308,115.59
12071050310,90.12
12071050311,47.54
12071050312,106.35
12071050313,119.35
12071050314,129.33
12071050400,68.17
12071050500,64.91
12071050601,153.31
12071050602,98
12071060101,260.76
12071060102,124.96
12071060201,126.74
12071060202,97.93
12071060203,107.84
12071060300,220.73
12071070101,128.9
12071070102,104.03
12071070200,201.21
12071080100,311.11
12071080202,128.4
12071080203,119.25
12071080204,106.66
12071080300,690.87
12071090100,151.93
12073000200,70.22
12073000301,100.87
12073000302,140.12
12073000303,75.74
12073000400,32.8
12073000500,8.31
12073000600,65.26
12073000700,114.17
12073000800,55.62
12073000901,92.56
12073000903,76.03
12073000904,55.3
12073000905,57.2
12073001001,66.36
12073001002,55.58
12073001101,83.67
12073001102,152.35
12073001200,38.99
12073001401,105.71
12073001402,20.74
12073001500,47
12073001601,67.14
12073001602,84.88
12073001700,114.5
12073001801,103.86
12073001802,53.28
12073001901,93.33
12073001902,62.31
12073002003,28.05
12073002004,10.5
12073002005,5.9
12073002006,18.17
12073002101,43.3
12073002103,16.84
12073002104,20.05
12073002201,38.85
12073002205,38.83
12073002206,83.44
12073002207,97.36
12073002208,44.02
12073002302,87.09
12073002303,49.65
12073002304,46.71
12073002403,85.87
12073002408,61.85
12073002410,56.44
12073002411,119.4
12073002412,43.5
12073002413,56.37
12073002414,127.48
12073002415,107.94
12073002416,69.91
12073002417,56.02
12073002505,172.87
12073002507,54.83
12073002508,82.86
12073002509,40.68
12073002510,62.62
12073002511,91.32
12073002512,73.31
12073002513,37.61
12073002603,86.11
12073002604,89.46
12073002605,21.48
12073002606,65.95
12073002701,82.91
12073002702,90.85
12075970101,95.12
12075970102,89.25
12075970200,117.3
12075970301,204.4
12075970302,154.15
12075970400,98.66
12075970500,150.8
12075970600,111.5
12075970700,313.28
12077950100,98.16
12077950200,66.62
12079110100,140.34
12079110200,154.01
12079110301,138.7
12079110302,127.03
12079110400,101.91
12081000101,782.41
12081000103,101.05
12081000105,149.31
12081000106,71.25
12081000201,197.67
12081000202,314.08
12081000304,155.24
12081000305,92.11
12081000306,139.83
12081000307,122.03
12081000308,237.6
12081000309,99.4
12081000310,99.17
12081000403,110.85
12081000405,231.58
12081000406,234.08
12081000407,450.88
12081000408,201.25
12081000501,107.13
12081000503,146.3
12081000504,161.2
12081000601,144.2
12081000603,287.03
12081000604,352.41
12081000703,285.18
12081000704,124.28
12081000705,94.96
12081000803,80.1
12081000804,162.28
12081000805,106.77
12081000807,72.76
12081000808,108.6
12081000809,113.44
12081000810,74.74
12081000901,82.87
12081000902,102.37
12081001000,139.7
12081001104,98.18
12081001105,138.52
12081001106,87.12
12081001107,84.62
12081001108,202.49
12081001202,128.18
12081001203,156.01
12081001204,127.57
12081001300,182.78
12081001402,210.65
12081001403,126.69
12081001404,67.19
12081001501,98.52
12081001502,148.51
12081001601,152.43
12081001602,86.96
12081001701,95.01
12081001703,101.12
12081001704,120.64
12081001800,170.49
12081001904,153.99
12081001907,126.12
12081001908,249.24
12081001909,131.13
12081001910,89.45
12081001911,81.86
12081001912,68.31
12081001913,43.51
12081001914,74.83
12081002003,79.35
12081002005,100.41
12081002007,69.55
12081002008,62.68
12081002010,42.44
12081002011,142.12
12081002012,86.53
12081002013,47.59
12081002014,52.59
12081002015,23.6
12081002016,48.74
12081002017,98.84
12083000100,123.46
12083000200,141.86
12083000301,63.32
12083000302,174.88
12083000401,280.75
12083000402,188.76
12083000501,231.57
12083000502,230.89
12083000601,219.68
12083000602,205.42
12083000604,119.79
12083000605,297.35
12083000701,160.82
12083000702,228.53
12083000801,300.33
12083000802,200.6
12083000901,148.07
12083000902,124.06
12083001003,188.68
12083001004,130.84
12083001005,148.19
12083001006,205.96
12083001007,315.13
12083001008,448.75
12083001102,182.29
12083001103,77.21
12083001104,194.04
12083001204,101.38
12083001205,222.87
12083001206,87.36
12083001207,114.86
12083001208,154.08
12083001301,132.13
12083001302,142.98
12083001401,146.67
12083001402,299.28
12083001500,171.22
12083001600,104.42
12083001700,140.79
12083001800,154.89
12083001900,218.41
12083002001,176.9
12083002002,149.95
12083002100,140.17
12083002201,262.47
12083002202,165.38
12083002203,124.42
12083002301,400.07
12083002302,131.97
12083002401,248.87
12083002402,81.81
12083002502,172.9
12083002503,199.03
12083002504,186.17
12083002601,167.96
12083002602,110.12
12083002604,102.37
12083002605,219.52
12083002606,481.03
12083002701,231.85
12083002702,286
12085000100,180.93
12085000200,168.04
12085000300,136.15
12085000400,100.81
12085000501,169.68
12085000502,101.2
12085000603,115.57
12085000604,98.64
12085000606,107.15
12085000607,235.45
12085000610,172.62
12085000700,207.88
12085000800,180.52
12085000901,353.05
12085000902,189.67
12085001000,195.22
12085001102,188.59
12085001103,140.25
12085001104,96.88
12085001200,109.65
12085001301,121.09
12085001302,125.16
12085001404,102.48
12085001406,69.08
12085001407,265.98
12085001408,118.2
12085001409,132
12085001410,134.72
12085001500,126.82
12085001601,160.86
12085001602,140.6
12085001700,106.82
12085001801,83.42
12085001802,60.66
12086000107,48.84
12086000109,54.92
12086000113,89.02
12086000115,67.62
12086000118,18.13
12086000119,176.32
12086000120,66.32
12086000121,153.85
12086000122,256.34
12086000123,124.7
12086000124,91.62
12086000125,155.29
12086000126,156.96
12086000127,108.09
12086000128,80.58
12086000129,161.76
12086000130,140.55
12086000131,360.84
12086000132,168.44
12086000133,66.73
12086000134,161.63
12086000140,30.39
12086000202,85.08
12086000204,76.26
12086000206,71.57
12086000209,112.28
12086000211,113.6
12086000212,145.74
12086000213,67.75
12086000214,75.11
12086000215,75.27
12086000216,65.96
12086000217,74.71
12086000218,58.68
12086000219,91.56
12086000220,74.1
12086000301,117.14
12086000302,79.97
12086000305,122.12
12086000306,121.22
12086000307,92.87
12086000308,84.78
12086000402,126.09
12086000403,90.06
12086000404,104.58
12086000405,95.42
12086000408,113.66
12086000409,69.59
12086000410,86.06
12086000411,89.19
12086000412,122.33
12086000413,77.38
12086000414,81.15
12086000501,49.55
12086000503,52.76
12086000504,79.34
12086000505,72.49
12086000601,135.08
12086000602,110.64
12086000603,134.96
12086000604,123.29
12086000605,131.4
12086000607,99.45
12086000608,128.56
12086000705,136.22
12086000706,123.22
12086000707,86.55
12086000708,111.38
12086000709,139.89
12086000710,122.68
12086000711,143.86
12086000712,57.87
12086000804,115.27
12086000805,113.81
12086000806,268.27
12086000807,122.93
12086000808,133.8
12086000901,143.02
12086000902,159.78
12086000903,155.54
12086001002,133.75
12086001003,143
12086001004,97.53
12086001005,331.57
12086001006,80.58
12086001101,116.34
12086001102,74.22
12086001103,80.16
12086001104,94.71
12086001203,59.29
12086001204,95.73
12086001205,98.43
12086001206,102.99
12086001301,101.37
12086001302,64.01
12086001401,103.22
12086001402,78.15
12086001501,96.36
12086001502,130.38
12086001602,98.43
12086001603,115.07
12086001605,154.4
12086001606,103.84
12086001701,115.89
12086001702,112.06
12086001703,110.39
12086001801,128.82
12086001802,120.67
12086001803,179.4
12086001901,107.6
12086001903,97.79
12086001904,120.07
12086002001,114.46
12086002003,61.81
12086002004,68.03
12086002100,53.11
12086002201,293.14
12086002202,80.51
12086002300,145.74
12086002402,81.33
12086002403,64.05
12086002404,155.94
12086002501,69.74
12086002502,63.93
12086002600,39.63
12086002702,36.07
12086002703,24.2
12086002705,78.95
12086002706,15.83
12086002800,38.11
12086002900,124.09
12086003001,282.82
12086003003,98.17
12086003004,93.98
12086003100,132.71
12086003400,175.35
12086003601,128.66
12086003602,99.33
12086003702,22.42
12086003703,6.53
12086003704,100.78
12086003705,15.52
12086003706,7.42
12086003707,62.54
12086003801,73.68
12086003803,196.01
12086003804,106.09
12086003906,67.29
12086003909,152.35
12086003911,74.17
12086003912,53.6
12086003913,76.21
12086003914,101.79
12086003915,77.21
12086003916,57.56
12086003917,169.52
12086003918,33.3
12086003919,129.65
12086003921,114.35
12086003922,87.91
12086004000,83.85
12086004102,64.4
12086004103,133.89
12086004105,133.44
12086004106,41.94
12086004203,39.98
12086004204,85.71
12086004205,75.32
12086004206,122.79
12086004301,46.13
12086004303,30.84
12086004304,86.1
12086004403,188.41
12086004404,207.82
12086004405,87.57
12086004406,50.37
12086004500,194.3
12086004602,48.08
12086004605,77.56
12086004607,57.67
12086004608,66.82
12086004701,121.03
12086004702,107.25
12086004703,282.84
12086004901,44.48
12086004902,115.15
12086005001,103.59
12086005002,118.61
12086005102,147.82
12086005103,73.9
12086005104,62.28
12086005201,55.7
12086005202,156.33
12086005302,155.77
12086005303,72.99
12086005304,77.08
12086005403,82.79
12086005405,74.34
12086005406,87.22
12086005407,145.87
12086005409,117.92
12086005410,107.58
12086005501,124.17
12086005502,144.32
12086005600,72.77
12086005701,131.72
12086005703,139.67
12086005704,99.56
12086005801,107.25
12086005802,137.6
12086005901,145.23
12086005902,202.04
12086005903,141.11
12086005904,123.86
12086006001,136.33
12086006002,146.32
12086006101,99.47
12086006102,93.57
12086006201,89.66
12086006203,134.26
12086006205,28.19
12086006206,42.02
12086006301,150.2
12086006302,158.82
12086006401,120.3
12086006402,105.12
12086006403,130.79
12086006501,144.7
12086006503,200.39
12086006504,131.53
12086006601,100.47
12086006602,72.41
12086006702,37.92
12086006705,89.74
12086006706,69.34
12086006707,21.56
12086006709,9.28
12086006711,17.05
12086006713,8.71
12086006714,52.69
12086006801,51.39
12086006802,164.41
12086006900,122.1
12086007001,108.13
12086007002,91.31
12086007101,115.83
12086007103,20.03
12086007104,29.37
12086007200,115.37
12086007300,45.73
12086007400,81.71
12086007501,89.66
12086007503,135.42
12086007601,82.92
12086007603,79.58
12086007604,51.49
12086007605,44.98
12086007606,94.25
12086007701,166.1
12086007702,146.01
12086007704,48.12
12086007705,109.47
12086007801,45.25
12086007804,60.96
12086007805,129.02
12086007806,50.68
12086007807,87.72
12086007901,111.96
12086007902,78.46
12086008000,57.59
12086008101,67.04
12086008102,62.18
12086008202,55.83
12086008205,77.19
12086008206,96.45
12086008207,69.72
12086008208,116.28
12086008209,67.29
12086008304,104.71
12086008305,65.21
12086008306,82.19
12086008307,70.66
12086008308,109.07
12086008309,109.1
12086008405,93.07
12086008407,125.1
12086008409,69.42
12086008410,88.79
12086008412,239.41
12086008414,75.49
12086008415,79.95
12086008416,199.56
12086008417,109.83
12086008418,85.29
12086008419,92.93
12086008501,147.31
12086008502,104.54
12086008601,139.13
12086008602,137.98
12086008701,150.02
12086008702,140.16
12086008803,135.87
12086008804,203.8
12086008805,132.14
12086008806,149.72
12086008901,169.65
12086008902,153.18
12086008906,127.84
12086008907,147.66
12086009006,136.53
12086009010,59.91
12086009014,46.84
12086009015,94.06
12086009017,110.01
12086009019,160.7
12086009020,145.54
12086009021,88.44
12086009022,89.12
12086009023,65.91
12086009024,58.32
12086009026,131.12
12086009027,50.75
12086009028,64.97
12086009029,99.64
12086009030,48.24
12086009031,44.22
12086009034,40.14
12086009035,44.45
12086009036,23.52
12086009038,11.76
12086009039,27.58
12086009040,51.11
12086009043,13.05
12086009044,17.92
12086009046,7.35
12086009047,14.53
12086009100,66.13
12086009200,118.31
12086009305,97.09
12086009306,110.78
12086009307,94.68
12086009308,63.19
12086009309,94.38
12086009311,120.72
12086009312,40.22
12086009313,104.94
12086009314,78.57
12086009315,401.34
12086009400,65.66
12086009501,54.16
12086009503,63.12
12086009504,82.07
12086009600,168.72
12086009703,66.73
12086009704,132.13
12086009705,118.22
12086009706,61.76
12086009803,50.9
12086009804,73.26
12086009806,110.68
12086009807,43.54
12086009808,160.08
12086009901,54.57
12086009903,78.02
12086009904,53.07
12086009905,66.93
12086009906,76.23
12086010001,98.91
12086010005,87.15
12086010006,69.15
12086010009,70.72
12086010010,82.2
12086010011,53.99
12086010012,48.99
12086010013,66.16
12086010015,94.89
12086010016,63.1
12086010193,39.83
12086010198,62.45
12086010201,74.48
12086010204,68.65
12086010205,125.57
12086010207,98.51
12086010208,95.54
12086010209,72.2
12086010210,72
12086010300,106.43
12086010400,60.61
12086010500,41.73
12086010604,89.15
12086010606,85.74
12086010608,83.44
12086010609,88.19
12086010610,327.95
12086010612,38.78
12086010613,69.58
12086010614,47.05
12086010617,22.4
12086010703,41.38
12086010704,42.03
12086010801,32.94
12086010802,26.76
12086010900,46.46
12086011001,33.14
12086011003,43.79
12086011005,50.73
12086011007,49.03
12086011008,17.94
12086011009,34.92
12086011101,50.28
12086011102,64.82
12086011201,44.84
12086011202,64.77
12086011300,54.86
12086011401,44.97
12086011403,64.54
12086011404,24.56
12086011500,74.07
12086011600,49.18
12086011700,51.52
12086011800,61.63
12086011900,51.28
12086012000,15.63
12086012100,23.49
12086012200,80.01
12086012300,52.83
12086012400,48.03
12086012500,52.04
12086012600,45.75
12086012700,40.79
12086012800,68.56
12086012900,39
12086013000,80.31
12086013100,44.39
12086013200,57.8
12086013300,46.11
12086013400,50.08
12086013500,68.93
12086013600,93.06
12086013700,153.35
12086013800,37.53
12086013900,74
12086014000,161.29
12086014100,12.38
12086014200,92.61
12086014300,106.09
12086014400,59.14
12086014500,116.52
12086014600,79.37
12086014700,104.15
12086014800,95.95
12086014900,111.73
12086015000,119.39
12086015100,30.8
12086015200,49.81
12086015300,98.02
12086015400,160.44
12086015500,166.32
12086015600,51.26
12086015700,101.5
12086015800,165.81
12086015900,113.37
12086016000,100.91
12086016100,114.13
12086016200,109.46
12086016300,82.09
12086016400,65.2
12086016500,43.29
12086016600,85.64
12086016700,105.58
12086016800,94.3
12086016900,69.32
12086017000,94.7
12086017100,103.34
12086017200,91.32
12086017300,77.2
12086017400,108.34
12086017500,59.79
12086017600,39.93
12086017700,57
12086017800,29.24
12086017900,60.87
12086018000,62.71
12086018100,56.76
12086018200,49.7
12086018300,38.67
12086018400,37.46
12086018500,81.74
12086018600,39.93
12086018700,55.47
12086018800,71.34
12086018900,85.22
12086019000,83.36
12086019100,74.1
12086019200,63.02
12086019300,36.02
12086019400,31.5
12086019500,47.22
12086019600,50.3
12086019700,88.47
12086019800,74.97
12086019900,43.11
12086020000,78.74
12086020100,47.44
12086020200,70
12086020300,86.72
12086490100,143.39
12086980300,0
12086980700,35.59
12087970200,182.98
12087970300,122.52
12087970400,133.12
12087970500,110.69
12087970600,187.62
12087970700,88.84
12087970800,157.41
12087970900,147.06
12087971001,107.12
12087971002,118.01
12087971100,74.12
12087971200,124.12
12087971300,151.82
12087971401,92.33
12087971402,49.7
12087971501,116.03
12087971502,78.74
12087971600,51.69
12087971700,49.79
12087971800,59.34
12087971900,95.52
12087972000,108.23
12087972100,96.64
12087972200,75.3
12087972300,116.59
12087972400,94.03
12087972500,44.64
12087972600,163.93
12087980000,0
12089050101,141.92
12089050102,124.44
12089050201,293.76
12089050202,123.46
12089050203,96.08
12089050301,75.6
12089050302,113.21
12089050303,87.02
12089050400,103.27
12089050502,98.91
12089050503,78.36
12089050504,90.15
12091020100,127.43
12091020200,140.11
12091020301,79.49
12091020302,61.2
12091020400,96.49
12091020500,98.22
12091020600,69.05
12091020700,63.53
12091020800,61.4
12091020900,103.18
12091021001,99.54
12091021002,129.35
12091021101,125.27
12091021102,99.27
12091021200,72.96
12091021400,12.44
12091021501,78.65
12091021502,77.96
12091021600,87.08
12091021700,121
12091021801,56.45
12091021802,162.88
12091021900,88.39
12091022001,108.29
12091022002,104.17
12091022100,94.02
12091022300,68.47
12091022400,123.74
12091022500,137.84
12091022600,88.5
12091022700,137.02
12091022800,76.86
12091022900,99.03
12091023100,45.18
12091023200,124.1
12091023303,114.33
12091023304,34.66
12091023305,71.87
12091023306,75.29
12091023307,52.91
12091023308,62.11
12093910101,72.25
12093910102,106.34
12093910201,97.29
12093910202,107.74
12093910300,267
12093910401,178.11
12093910402,83.91
12093910403,232.84
12093910500,191.49
12093910601,196.88
12093910602,138.14
12095010200,127.7
12095010300,378.82
12095010400,116.03
12095010500,147.74
12095010802,52.54
12095011000,76.8
12095011100,94.34
12095011200,89.85
12095011300,62.17
12095011600,96.3
12095011701,153.71
12095011702,148.15
12095012000,60.29
12095012100,66.73
12095012201,75.36
12095012202,86.11
12095012303,39.34
12095012304,55.98
12095012305,52.28
12095012306,48.85
12095012307,66.51
12095012401,49.99
12095012402,75.28
12095012403,64.4
12095012500,130.54
12095012600,62.18
12095012701,47.44
12095012800,96.39
12095012900,105.58
12095013201,71.41
12095013202,55.36
12095013300,121.87
12095013402,59.36
12095013403,70.06
12095013405,46.06
12095013406,87.28
12095013503,32.89
12095013505,87.11
12095013507,24.32
12095013508,16.71
12095013509,76.28
12095013510,43.37
12095013511,118.66
12095013512,53.61
12095013603,94.7
12095013604,44.33
12095013605,45.08
12095013606,48.21
12095013607,102.48
12095013701,64.36
12095013702,66.42
12095013801,75.16
12095013802,114.45
12095013803,94.34
12095013900,139.15
12095014000,96.42
12095014100,91.11
12095014200,57.81
12095014301,70.36
12095014302,44.78
12095014400,183.62
12095014502,47.11
12095014503,84.35
12095014504,16.33
12095014601,62.18
12095014605,149.89
12095014606,34.4
12095014607,25.39
12095014608,83.87
12095014609,27.78
12095014701,87.87
12095014702,62.72
12095014703,35.99
12095014704,15.95
12095014804,62.56
12095014805,35.16
12095014806,83.54
12095014807,56.53
12095014808,37.61
12095014809,58.2
12095014810,79.12
12095014811,86.39
12095014812,46.11
12095014813,66.13
12095014904,33.76
12095014906,59.06
12095014908,88.4
12095014909,53.36
12095015001,35.27
12095015002,61.84
12095015003,69.18
12095015004,38.5
12095015103,51.24
12095015104,94.39
12095015105,111.9
12095015106,48.9
12095015201,44.13
12095015202,87.12
12095015300,151.07
12095015402,135.14
12095015501,137.54
12095015601,112.31
12095015602,112.83
12095015701,123.27
12095015702,42.35
12095015801,55.52
12095015802,78.74
12095015901,112.13
12095015902,177.22
12095016001,23.95
12095016002,92.1
12095016100,247.63
12095016200,86.96
12095016301,217.29
12095016302,43.07
12095016402,41.89
12095016406,14.51
12095016407,29.74
12095016408,47.74
12095016409,85.76
12095016410,42.76
12095016411,44.77
12095016412,52.41
12095016503,47.85
12095016504,53.24
12095016505,55.5
12095016507,11.81
12095016508,30.41
12095016509,215.96
12095016510,64.97
12095016511,18.83
12095016601,81.8
12095016602,86.76
12095016704,18.51
12095016709,49.16
12095016710,50.09
12095016712,44.24
12095016713,70.2
12095016714,63.41
12095016715,100.72
12095016716,80.48
12095016717,50.14
12095016723,120.92
12095016724,33.94
12095016727,27.42
12095016728,58.69
12095016729,37.9
12095016730,36.16
12095016731,20.83
12095016732,31.95
12095016733,90.84
12095016734,40.22
12095016802,42.29
12095016803,62.94
12095016804,63.03
12095016806,44.43
12095016807,31.17
12095016902,63.63
12095016903,26.22
12095016904,48.28
12095016906,22.79
12095016907,33
12095017001,49.8
12095017004,91.13
12095017006,28.03
12095017008,33.21
12095017011,129.52
12095017012,36.62
12095017013,58.97
12095017014,52.62
12095017015,43.76
12095017016,65.08
12095017017,32.27
12095017103,32.87
12095017104,34.01
12095017105,32.67
12095017107,34.84
12095017108,37.19
12095017109,70.83
12095017200,109.32
12095017300,90.55
12095017400,120.91
12095017501,74.57
12095017503,52.07
12095017504,73.3
12095017600,90.44
12095017701,45.49
12095017702,105.26
12095017703,131.77
12095017802,75.39
12095017804,71.41
12095017805,71.38
12095017806,70.85
12095017807,60.87
12095017808,104.37
