Tract,Heart.Diseases
12095017901,60.59
12095017902,230.61
12095018000,140.75
12095018100,106.88
12095018200,54.05
12095018300,202.87
12095018400,83.43
12095018500,134.74
12095018700,106.29
12095018800,25.71
12095018900,146.7
12097040801,97.3
12097040802,54.08
12097040803,60.98
12097040804,70.67
12097040901,57.87
12097040902,73.71
12097041001,221.49
12097041002,69.4
12097041100,54.26
12097041300,63.79
12097041500,78.34
12097041600,154.36
12097041700,105.74
12097041800,110.44
12097041900,61.94
12097042000,58.36
12097042100,36.1
12097042200,136.53
12097042300,109.68
12097042400,103.57
12097042500,81.06
12097042601,43.49
12097042602,44.07
12097042701,60.9
12097042702,80
12097042800,66.27
12097042900,46.31
12097043100,129
12097043201,394.74
12097043202,90.91
12097043203,181.49
12097043204,80.33
12097043205,111.87
12097043206,213.41
12097043301,118.16
12097043302,69.74
12097043400,120.37
12097043500,148.89
12097043600,72.23
12097043700,100.13
12097043800,99.83
12099000101,105.65
12099000102,208.01
12099000202,71.07
12099000204,130.32
12099000205,60.81
12099000206,53.74
12099000208,61.97
12099000209,66.15
12099000210,51.29
12099000211,56.23
12099000213,167.58
12099000214,31.07
12099000215,51.15
12099000301,155.79
12099000303,136.26
12099000304,143.81
12099000405,120.48
12099000406,140.01
12099000407,183.49
12099000408,248.51
12099000410,271.58
12099000505,248.28
12099000507,133.33
12099000509,215.37
12099000511,233.45
12099000600,100.81
12099000702,120.77
12099000703,124.97
12099000802,75.68
12099000803,356.41
12099000804,94.58
12099000902,91.35
12099000903,80.14
12099000904,81.55
12099000905,131.66
12099001002,71.93
12099001003,85.04
12099001004,159.11
12099001101,93.58
12099001102,203.27
12099001200,113.47
12099001301,62.36
12099001302,153.88
12099001402,60.88
12099001403,134.5
12099001404,82.22
12099001500,131.58
12099001600,78.91
12099001700,82.33
12099001801,82.66
12099001802,142.72
12099001904,42.04
12099001907,251.21
12099001908,217.62
12099001909,54.4
12099001910,470.11
12099001911,404.26
12099001912,389.92
12099001913,424.73
12099001914,152.67
12099001915,25.32
12099001916,51.31
12099001917,65.92
12099002005,101.68
12099002006,258.46
12099002100,154.84
12099002200,81.01
12099002300,98.45
12099002400,118.51
12099002600,241.94
12099002700,192.31
12099002800,86.18
12099002900,38.37
12099003000,77.23
12099003101,156.04
12099003102,59.06
12099003201,92.74
12099003202,45.57
12099003300,99.55
12099003400,82.62
12099003504,200.25
12099003507,158.48
12099003509,230.83
12099003511,309.68
12099003600,75.84
12099003700,108.15
12099003800,43.32
12099003901,75.25
12099003902,43.61
12099004005,81
12099004007,32.26
12099004008,47.49
12099004009,31.35
12099004010,20.72
12099004011,39.75
12099004012,225.72
12099004013,399.45
12099004101,108.34
12099004102,32.96
12099004201,59.24
12099004202,105.05
12099004203,153.23
12099004300,83.8
12099004401,126.35
12099004402,93.38
12099004500,70.82
12099004601,60.27
12099004602,54.15
12099004702,59.76
12099004704,47.36
12099004705,82.4
12099004706,237.63
12099004809,269.75
12099004810,182.23
12099004811,127.15
12099004812,36.02
12099004813,33.25
12099004815,89.67
12099004816,248.3
12099004817,328.85
12099004818,292.31
12099004819,73.15
12099004902,157.07
12099004903,27.22
12099004904,52.69
12099005000,114.88
12099005101,18.99
12099005102,95.48
12099005202,86.62
12099005203,60.98
12099005204,65.31
12099005300,111.08
12099005405,569.55
12099005407,244.76
12099005409,313.9
12099005411,120.94
12099005501,81.48
12099005502,86.76
12099005601,83.08
12099005602,75.4
12099005701,137.78
12099005702,78.62
12099005807,312.5
12099005808,206.76
12099005810,414.96
12099005811,182.94
12099005812,27.66
12099005813,56.72
12099005814,99.72
12099005815,112.84
12099005816,77.13
12099005817,66.94
12099005903,37.26
12099005915,192.16
12099005916,40.2
12099005917,55.16
12099005918,30.62
12099005921,156.01
12099005922,208.12
12099005923,356.45
12099005926,299.46
12099005930,252.12
12099005931,425.6
12099005933,462.59
12099005934,575.75
12099005935,532.6
12099005936,480.86
12099005937,89.69
12099005938,356.21
12099005939,468.38
12099005940,441.64
12099005942,217.88
12099005943,347.13
12099005944,411.71
12099005945,243.11
12099005946,52
12099005947,347.25
12099005949,183.77
12099005950,43
12099005951,134.83
12099005952,400.93
12099005953,304.9
12099005954,242.99
12099005955,200.96
12099005956,586.03
12099006005,211.05
12099006006,357.44
12099006007,172.41
12099006008,230.45
12099006009,426.49
12099006010,105.7
12099006011,142.45
12099006012,124
12099006100,70.85
12099006201,45.5
12099006202,129.25
12099006203,291.13
12099006300,107.65
12099006401,103.88
12099006402,287.59
12099006501,47.88
12099006502,17.95
12099006602,89.95
12099006603,213.12
12099006604,88.45
12099006605,149.03
12099006700,170.78
12099006801,84.15
12099006802,111.92
12099006906,89.95
12099006907,147.93
12099006908,269.37
12099006909,127.03
12099006910,229.56
12099006911,240.46
12099006912,189.06
12099007002,149.62
12099007005,237.96
12099007006,94.77
12099007007,46.25
12099007008,44.44
12099007009,84.94
12099007010,202.58
12099007011,231.17
12099007201,136.78
12099007202,87.13
12099007203,64.91
12099007301,77.66
12099007302,65.55
12099007407,182.52
12099007410,109.49
12099007412,160.43
12099007414,256.41
12099007416,194.81
12099007418,304.57
12099007420,190.91
12099007501,87.67
12099007504,96.19
12099007505,144.29
12099007602,167.42
12099007603,93.34
12099007604,64.25
12099007605,61.79
12099007607,349.02
12099007610,97.63
12099007612,182.36
12099007613,198.1
12099007614,236.62
12099007615,57.37
12099007616,651.53
12099007617,248.73
12099007618,130.6
12099007705,53.03
12099007710,80.07
12099007713,44.58
12099007716,69.9
12099007721,74.35
12099007723,69.7
12099007724,68.08
12099007725,59.51
12099007730,69.66
12099007731,145.7
12099007732,50.16
12099007733,42.63
12099007734,47.6
12099007735,48.16
12099007736,50.19
12099007738,95.14
12099007739,120.48
12099007740,183.8
12099007741,195.64
12099007742,334.19
12099007743,59.39
12099007744,292.07
12099007746,479.51
12099007747,571.22
12099007748,45.16
12099007749,173.03
12099007750,37.94
12099007751,70.26
12099007752,51.31
12099007753,78.9
12099007754,161.93
12099007756,125.63
12099007757,94.97
12099007758,50.37
12099007759,65.75
12099007760,26.37
12099007762,93.05
12099007763,33.79
12099007764,88.77
12099007765,47.4
12099007766,99.3
12099007767,54.1
12099007805,79.48
12099007808,76.64
12099007809,71.51
12099007812,119.95
12099007813,73.34
12099007814,348.78
12099007817,65.25
12099007818,48.61
12099007820,66.82
12099007821,76.72
12099007822,70.02
12099007823,83.82
12099007828,67.89
12099007830,118.34
12099007831,125.13
12099007832,252.29
12099007833,96.71
12099007834,268.95
12099007835,55.42
12099007836,75.42
12099007837,110.57
12099007838,67.48
12099007839,53.87
12099007908,52.18
12099007909,52.44
12099007910,49.99
12099007912,59.02
12099008001,67.9
12099008002,124.76
12099008101,43.7
12099008201,63.94
12099008202,77.52
12099008203,49.82
12099008301,50.45
12099008302,49.19
12101030101,143.86
12101030102,148.25
12101030202,206.45
12101030203,180.72
12101030204,159.01
12101030205,139.08
12101030301,224.72
12101030302,322.15
12101030303,116.71
12101030404,136.19
12101030405,190.92
12101030406,243.67
12101030407,163.93
12101030408,186.87
12101030409,173.27
12101030410,240.36
12101030411,129.27
12101030412,138.09
12101030501,260.2
12101030502,119.07
12101030601,214.01
12101030602,149.37
12101030700,101.29
12101030800,185.94
12101030901,163.93
12101030903,126.21
12101030904,168.42
12101030905,153.02
12101031003,140.23
12101031005,118.28
12101031006,106.38
12101031007,136.56
12101031008,173.49
12101031009,138.98
12101031010,126.56
12101031011,198.6
12101031012,214.34
12101031013,210.08
12101031014,116.25
12101031101,255.24
12101031102,322.25
12101031203,305.47
12101031204,152.1
12101031205,212.19
12101031206,187.81
12101031207,162.6
12101031208,138.47
12101031301,179.04
12101031302,76.27
12101031401,170.21
12101031404,199.8
12101031405,116.1
12101031406,264.36
12101031407,210.41
12101031408,266.52
12101031409,85.15
12101031503,117.85
12101031504,118.98
12101031505,87.16
12101031506,105.97
12101031507,93.85
12101031508,56.44
12101031601,114.22
12101031602,51.25
12101031603,19.55
12101031604,52.13
12101031605,98.45
12101031701,131.29
12101031703,114.92
12101031704,91.65
12101031705,152.42
12101031706,149.15
12101031707,147.84
12101031708,217.85
12101031804,205.53
12101031805,163.76
12101031806,100.52
12101031807,177.05
12101031808,89
12101031809,114.61
12101031901,118.53
12101031902,52.52
12101031903,48.07
12101032001,47.76
12101032005,174.1
12101032006,74.76
12101032007,90.06
12101032008,66.95
12101032009,45.66
12101032010,65.69
12101032011,46.17
12101032012,58.39
12101032013,93.99
12101032014,43.15
12101032103,35.86
12101032104,41.27
12101032105,25.54
12101032106,26.26
12101032107,38.64
12101032108,117.67
12101032109,24.01
12101032110,94.28
12101032111,30.62
12101032112,40.89
12101032113,42.61
12101032200,60.55
12101032300,34.95
12101032401,117.15
12101032402,108.57
12101032500,105.3
12101032601,95.98
12101032602,147.15
12101032700,191.39
12101032801,203.35
12101032802,137.76
12101032803,172.51
12101032804,308.15
12101032901,98.47
12101032902,247.47
12101032903,221.6
12101032904,239.16
12101033005,194.59
12101033006,145.92
12101033007,169.12
12101033008,258.81
12101033009,217.08
12101033010,188.25
12101033011,120.48
12101033012,190.56
12101033013,128.96
12101033014,216.66
12101033101,189.29
12101033102,108.54
12103020101,129.58
12103020105,165.58
12103020106,81.46
12103020107,230.58
12103020108,110.9
12103020201,131.38
12103020202,146.03
12103020206,109.81
12103020207,71.21
12103020208,74.29
12103020209,156.41
12103020301,139.01
12103020302,75.02
12103020400,88
12103020500,122.48
12103020600,173.93
12103020700,150.16
12103020800,117.67
12103021200,170.75
12103021500,199.34
12103021600,168.31
12103021800,69.29
12103021900,119.48
12103022000,138.43
12103022100,91.29
12103022200,82.9
12103022301,173.2
12103022302,156.76
12103022401,134.03
12103022402,138.19
12103022501,143.41
12103022502,123.21
12103022503,111.73
12103022601,91.51
12103022602,111.93
12103022700,125.15
12103022801,99.56
12103022802,85.52
12103022901,94.7
12103022902,80.22
12103023000,96.62
12103023100,95.44
12103023200,87.29
12103023300,72.19
12103023400,119.4
12103023500,98.4
12103023600,127.16
12103023700,94.09
12103023800,88.78
12103023900,161.61
12103024001,58.82
12103024002,128.56
12103024004,64.39
12103024005,112.96
12103024100,133.13
12103024200,119.99
12103024301,93.87
12103024302,134.57
12103024403,195.2
12103024406,159.12
12103024408,98.15
12103024409,150.32
12103024410,91.08
12103024411,101.63
12103024412,36.29
12103024413,126.15
12103024505,116.95
12103024507,81.77
12103024508,103.89
12103024509,53.79
12103024510,21.32
12103024511,44.7
12103024512,159.61
12103024513,318.41
12103024514,64.92
12103024601,116.22
12103024602,143.58
12103024701,179.51
12103024702,127.51
12103024703,100.88
12103024801,113.58
12103024803,115.79
12103024804,154.59
12103024805,154.47
12103024901,86.4
12103024902,127
12103024904,107.5
12103024905,98.44
12103024906,108.02
12103025004,123.34
12103025007,137.42
12103025009,58.35
12103025010,206.29
12103025011,119.7
12103025012,106.85
12103025013,86.08
12103025014,69.09
12103025015,440.54
12103025016,91.79
12103025017,251.69
12103025018,219.25
12103025019,197.31
12103025106,159.9
12103025107,149.97
12103025108,253.9
12103025109,126.61
12103025110,135
12103025111,621.72
12103025112,90.23
12103025113,92.22
12103025114,225.68
12103025115,154.7
12103025116,147.45
12103025119,141.14
12103025120,88
12103025121,102.11
12103025122,115.09
12103025123,152.28
12103025203,240.68
12103025204,116.98
12103025205,145.34
12103025207,107.15
12103025208,123.31
12103025209,177.01
12103025303,174
12103025304,252.42
12103025305,481.1
12103025306,129.31
12103025307,129.06
12103025308,269.04
12103025401,121.15
12103025405,227.03
12103025407,94.16
12103025408,132.91
12103025411,63.29
12103025412,80.93
12103025413,174.11
12103025414,194.55
12103025415,89.08
12103025416,99.49
12103025417,315.92
12103025501,123.54
12103025503,347.86
12103025505,118.75
12103025506,98.74
12103025602,208.75
12103025603,124.61
12103025604,103.4
12103025700,175.79
12103025800,130.18
12103025900,231.32
12103026001,160.73
12103026002,116.19
12103026101,93.34
12103026102,120.66
12103026200,118.05
12103026300,84.24
12103026400,77.48
12103026500,112.01
12103026601,110.1
12103026602,115.51
12103026701,108.81
12103026702,131.72
12103026703,90.27
12103026804,86.72
12103026809,159.89
12103026811,150.4
12103026812,94.17
12103026813,193.04
12103026814,272.69
12103026815,110.02
12103026816,114.36
12103026817,90.6
12103026818,87.5
12103026819,151.8
12103026820,122.76
12103026821,89.97
12103026904,151.98
12103026907,126.93
12103026908,131.42
12103026909,181.05
12103026910,135.53
12103026911,285.03
12103026912,234.05
12103026913,264.45
12103027000,99.43
12103027101,298.06
12103027105,158.44
12103027106,118.56
12103027202,87.82
12103027204,116.9
12103027205,111.2
12103027206,87.95
12103027207,111.03
12103027208,77.26
12103027209,190.4
12103027210,121.05
12103027308,119.76
12103027309,116.03
12103027310,71.23
12103027314,221.26
12103027315,388.23
12103027316,228.38
12103027317,102.49
12103027318,123.24
12103027319,105.71
12103027320,47.53
12103027321,52.6
12103027322,106.18
12103027323,45.43
12103027324,80.38
12103027325,85.12
12103027326,125.37
12103027327,94.32
12103027401,121.32
12103027402,168.48
12103027403,135.14
12103027501,163.4
12103027502,109.96
12103027603,76.15
12103027604,193.07
12103027605,127.43
12103027606,129.64
12103027701,120.82
12103027703,120.17
12103027704,142.18
12103027801,157.17
12103027802,129.29
12103027901,93.3
12103027903,148.65
12103027904,119.76
12103028002,144.16
12103028003,160
12103028004,123.64
12103028102,107.97
12103028103,187.61
12103028104,327.32
12103028200,126.13
12103028300,122.19
12103028401,279.95
12103028402,176.42
12103028500,114.54
12103028600,136.1
12103028700,146.16
12105010300,88.55
12105010401,247.05
12105010402,62.92
12105010501,118.78
12105010502,97.34
12105010601,85.29
12105010603,118.81
12105010604,51.72
12105010701,112.73
12105010702,186.51
12105010800,170.32
12105010900,104.93
12105011000,182.88
12105011100,102.62
12105011202,187.95
12105011203,124.37
12105011204,65.59
12105011300,176.5
12105011400,264.97
12105011501,103.41
12105011502,102.83
12105011603,130.36
12105011604,117.82
12105011605,126.42
12105011606,91.79
12105011704,78.97
12105011721,114.12
12105011722,167.7
12105011731,72.75
12105011732,77.12
12105011821,94.96
12105011822,102.83
12105011832,54.42
12105011833,49.61
12105011834,119.18
12105011835,66.31
12105011836,102.22
12105011901,97.21
12105011902,106.68
12105011908,96.43
12105011909,51.33
12105011910,89.29
12105011911,66.14
12105011912,60.61
12105011913,53.19
12105012001,93.66
12105012002,159.92
12105012003,170.91
12105012004,98.59
12105012111,133.16
12105012113,101.85
12105012124,96.25
12105012125,95.94
12105012126,193.16
12105012127,122.44
12105012128,62.4
12105012129,80.58
12105012203,68.3
12105012204,149.4
12105012205,195.37
12105012206,317.9
12105012303,149.33
12105012304,92.53
12105012305,75.24
12105012306,118.47
12105012307,92.89
12105012309,102.71
12105012403,86.25
12105012404,62.92
12105012405,70.33
12105012406,71.3
12105012407,124.27
12105012408,70.18
12105012409,71.87
12105012410,65.76
12105012411,57.82
12105012502,86.42
12105012503,91.88
12105012504,110.78
12105012506,52.36
12105012507,71.47
12105012601,157.46
12105012602,66.3
12105012700,155.76
12105012802,106.59
12105012803,292.75
12105012804,246.31
12105012900,142.76
12105013001,77.85
12105013002,173.87
12105013101,86.77
12105013102,157.98
12105013103,107.07
12105013200,131.64
12105013300,149.25
12105013400,116.75
12105013500,239.42
12105013600,156.47
12105013701,293.81
12105013702,125.63
12105013801,226.05
12105013802,108.65
12105013901,122.17
12105013902,272.05
12105014001,120.36
12105014003,137.33
12105014005,113.75
12105014006,162.97
12105014103,35.49
12105014104,230.55
12105014105,124.16
12105014121,71.34
12105014123,137.97
12105014124,213.95
12105014125,101.65
12105014201,212.25
12105014202,166.79
12105014203,256.41
12105014301,208.6
12105014302,141.39
12105014400,144.14
12105014501,86.14
12105014502,40.07
12105014600,90.16
12105014701,156.57
12105014702,105.92
12105014802,83.95
12105014803,60.27
12105014804,93.33
12105014901,59.68
12105014902,55.79
12105015000,85.12
12105015101,136.99
12105015102,194.35
12105015200,161.16
12105015301,116.38
12105015302,165.65
12105015401,133.33
12105015402,113.13
12105015404,127.23
12105015405,165.04
12105015500,284.05
12105015600,184.01
12105015701,120.04
12105015702,80.65
12105015801,168.22
12105015802,32.17
12105015900,106.98
12105016001,108.13
12105016002,102.81
12105016003,101.45
12105016100,107.21
12105016400,137.3
12107950100,101.86
12107950201,126.14
12107950202,125.28
12107950300,99.19
12107950400,141.51
12107950500,108.15
12107950600,186.61
12107950700,119.88
12107950800,116
12107950900,122.25
12107951000,120.59
12107951100,131.58
12107951200,149.13
12107951300,158.03
12107951401,126.52
12107951402,129.84
12109020200,100
12109020300,110.44
12109020400,74.94
12109020500,161.37
12109020601,68.81
12109020602,43.44
12109020704,85.39
12109020705,142.88
12109020706,33.26
12109020707,90.82
12109020708,40.67
12109020710,65.65
12109020711,107.2
12109020801,126.51
12109020802,53.84
12109020803,86.9
12109020804,31.28
12109020805,33.98
12109020806,18.57
12109020807,56.24
12109020901,64.87
12109020902,56.05
12109021002,119.36
12109021003,86.56
12109021004,119.45
12109021101,114.8
12109021102,118.58
12109021103,107.76
12109021203,148.43
12109021204,129.45
12109021205,80.59
12109021206,137.99
12109021301,114.37
12109021302,115.24
12109021403,157.92
12109021404,117.5
12109021405,94.47
12109021406,103.53
12109021407,180.01
12111380100,237.6
12111380200,114.5
12111380300,128.99
12111380400,120.83
12111380500,121.57
12111380600,80
12111380700,127.32
12111380800,73.42
12111380901,147.3
12111380902,141.78
12111381000,179.74
12111381101,114.08
12111381102,220.36
12111381204,176.52
12111381300,158.64
12111381401,199.83
12111381402,67.76
12111381502,111.79
12111381503,80.9
12111381601,135.46
12111381602,297.46
12111381603,278.79
12111381701,142.71
12111381702,236.74
12111381802,239.41
12111381803,112.44
12111381804,129.69
12111381900,169.67
12111382002,107.35
12111382003,95.43
12111382006,139.13
12111382007,90.12
12111382008,102.77
12111382009,198.27
12111382010,232.97
12111382106,55.8
12111382108,143.66
12111382109,83.28
12111382110,54.31
12111382111,60.46
12111382112,60.34
12111382113,63.55
12111382200,209.89
12113010100,148.06
12113010200,236.2
12113010300,62.7
12113010400,104.25
12113010502,108.6
12113010503,91.73
12113010504,107.42
12113010600,137.25
12113010702,80.42
12113010704,61.09
12113010705,119.08
12113010706,72.49
12113010707,74.91
12113010708,72
12113010802,44.67
12113010808,53.13
12113010809,148.99
12113010811,47.73
12113010812,54.25
12113010813,79.25
12113010814,68.29
12113010815,92.89
12113010817,72.88
12113010819,58.79
12113010900,121.58
12115000101,180.33
12115000102,122.58
12115000200,198.11
12115000300,127.1
12115000401,79.29
12115000404,268.2
12115000405,88.52
12115000406,149.65
12115000407,87.26
12115000501,127.39
12115000502,142.1
12115000503,231.65
12115000601,73.18
12115000602,120.42
12115000700,158.39
12115000801,142.48
12115000802,130.53
12115000900,111.06
12115001000,73.39
12115001101,103.33
12115001102,92.21
12115001201,105.73
12115001202,87.34
12115001203,266.94
12115001204,109.65
12115001301,90.99
12115001302,139.23
12115001303,134.89
12115001304,108.95
12115001401,69.18
12115001402,57.48
12115001403,93.34
12115001503,62.62
12115001504,86.51
12115001505,50.2
12115001506,166.21
12115001507,162.11
12115001601,117.62
12115001602,132.95
12115001702,97.35
12115001703,225.78
12115001704,107.25
12115001801,138.46
12115001803,115.16
12115001804,96.7
12115001805,131.28
12115001903,128.12
12115001904,85.13
12115001905,196.92
12115001907,210.08
12115001908,224.49
12115002003,142.13
12115002004,298.17
12115002005,388.3
12115002007,181.59
12115002008,111.04
12115002009,180.58
12115002010,157.07
12115002100,92.48
12115002201,163.46
12115002202,139.33
12115002203,124.31
12115002302,249.26
12115002303,235.78
12115002304,179.2
12115002305,245.96
12115002401,161.84
12115002402,287.42
12115002504,123.79
12115002505,102.17
12115002507,116.52
12115002508,131.03
12115002509,145.42
12115002510,176.03
12115002511,149.11
12115002601,201.01
12115002602,190.17
12115002603,146.23
12115002604,221.08
12115002605,169.64
12115002710,190.19
12115002711,111.31
12115002712,57.54
12115002713,62.91
12115002714,109.3
12115002715,168.61
12115002716,127.91
12115002718,196.02
12115002719,169.32
12115002720,180.54
12115002721,102.06
12115002722,108.72
12115002723,217.74
12115002724,274.41
12117020101,157.59
12117020102,92.94
12117020201,208.84
12117020202,95.13
12117020301,88.6
12117020302,71.01
12117020401,64.25
12117020402,101.38
12117020500,107
12117020600,41.4
12117020701,82.42
12117020703,38.94
12117020704,66.51
12117020705,219.46
12117020803,42.56
12117020805,70.17
12117020806,64.56
12117020807,73.57
12117020808,74.3
12117020810,68.83
12117020811,73.21
12117020812,115.46
12117020901,88.39
12117020902,212.03
12117020903,73.98
12117021000,57.27
12117021100,107.46
12117021201,101.71
12117021203,29.33
12117021204,40.31
12117021306,76.6
12117021307,65.8
12117021311,61.49
12117021312,33
12117021313,50.45
12117021314,78.54
12117021315,63.49
12117021316,51.49
12117021317,27.36
12117021318,62.9
12117021319,55.65
12117021320,52.18
12117021321,72.99
12117021401,69.75
12117021403,56.23
12117021404,84.03
12117021502,105.8
12117021503,220.84
12117021504,269.5
12117021505,101.87
12117021506,125.6
12117021604,69.11
12117021606,100.69
12117021608,77.41
12117021609,72.39
12117021611,68.55
12117021612,82.46
12117021613,69.07
12117021614,102.21
12117021615,42.51
12117021616,164.25
12117021704,71.75
12117021705,64.95
12117021706,112.29
12117021707,35.25
12117021708,69.98
12117021802,109.38
12117021803,61.89
12117021805,114.39
12117021806,173.25
12117021901,56.75
12117021902,91.21
12117022001,122.43
12117022002,103.64
12117022004,76.86
12117022005,108.95
12117022101,110.08
12117022104,105.54
12117022105,87.47
12117022106,63.34
12117022201,100.68
12117022205,77.69
12117022206,74.78
12117022207,72.57
12117022208,119.52
12117022209,137.2
12119910100,214.89
12119910300,168.58
12119910401,273.18
12119910402,165.13
12119910500,99.8
12119910601,179.83
12119910602,136.89
12119910700,153.98
12119910800,456.27
12119910900,14.66
12119911000,0
12119911200,146.56
12119911301,234.43
12119911302,143.74
12119911400,125.54
12119911500,195.27
12119911701,237.74
12119911702,317.46
12121970100,196.25
12121970200,153.42
12121970301,132.34
12121970302,212.8
12121970400,113.36
12121970500,121.68
12121970600,111.19
12123950100,113.86
12123950200,119.3
12123950300,134.14
12123950400,75
12125960100,51.09
12125960200,132.23
12125960300,85.49
12127080100,164.62
12127080201,209.95
12127080202,158.68
12127080300,157.77
12127080400,202.5
12127080500,191.41
12127080600,274.01
12127080700,189.44
12127080803,124.93
12127080804,230.32
12127080805,155.66
12127080806,147.73
12127080807,228.59
12127080901,327.18
12127080902,126.65
12127081000,255.51
12127081101,212.68
12127081102,158.41
12127081200,127.11
12127081300,192.2
12127081500,204.18
12127081600,121.85
12127081700,174.63
12127081800,126.29
12127081900,97.52
12127082000,205.88
12127082100,130.23
12127082201,296.65
12127082202,167.93
12127082301,163.56
12127082401,102.87
12127082404,165.79
12127082405,199.22
12127082406,114.31
12127082410,143.6
12127082411,120.69
12127082412,112.74
12127082413,74.76
12127082414,248.11
12127082415,197.2
12127082503,136.73
12127082506,203.63
12127082507,220.44
12127082508,105.81
12127082509,131.7
12127082510,235.52
12127082511,199.04
12127082604,168.81
12127082605,247.79
12127082606,146.12
12127082607,144.23
12127082701,120.04
12127082703,161.57
12127082704,127.08
12127082705,282.11
12127082801,165.38
12127082802,199.43
12127082902,160.61
12127082903,169.2
12127082904,235.11
12127083003,209.39
12127083005,193.37
12127083006,163.67
12127083007,78.71
12127083008,218.45
12127083009,172.89
12127083203,107.53
12127083205,104.58
12127083206,52.6
12127083207,138.91
12127083208,99.7
12127083209,108.98
12127090101,114.47
12127090102,99.75
12127090202,129.98
12127090203,133.46
12127090204,109.93
12127090303,206.22
12127090304,121.12
12127090305,91.4
12127090306,101.16
12127090307,126.38
12127090400,169.13
12127090500,502.54
12127090600,218.11
12127090701,114.86
12127090702,236.38
12127090803,70.39
12127090804,120.16
12127090805,302.51
12127090806,231.11
12127090902,111.32
12127090903,190.76
12127090904,125.61
12127091001,105.1
12127091005,107.39
12127091013,101.65
12127091015,175.44
12127091016,132.22
12127091017,92.69
12127091018,95.41
12127091019,124.44
12127091020,82.84
12127091021,79.37
12127091022,131.44
12127091023,111.15
12127091024,98.47
12127091025,61.54
12127091026,108.87
12127091027,150.21
12127091028,97.33
12127091029,107.53
12127092500,137.72
12129010100,119.09
12129010201,92.53
12129010202,50.52
12129010203,95.88
12131950101,105.86
12131950102,181.56
12131950200,149.98
12131950301,142.83
12131950302,153.93
12131950400,177.87
12131950501,64.62
12131950502,97.3
12131950601,78.43
12131950602,70.29
12131950603,86.54
12133970102,109.42
12133970103,211.58
12133970104,164.34
12133970200,186.83
12133970301,133.98
12133970302,87.37
12133970303,171.44
